From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
FAM241A,Q8N8J7,reviewed,F241A_HUMAN,Uncharacterized protein FAM241A,FAM241A C4orf32,Homo sapiens (Human),132
HABP4,Q5JVS0,reviewed,HABP4_HUMAN,Intracellular hyaluronan-binding protein 4 (IHABP-4) (IHABP4) (Hyaluronan-binding protein 4) (Ki-1/57 intracellular antigen),HABP4,Homo sapiens (Human),413
ATP5MGL,Q7Z4Y8,reviewed,AT5L2_HUMAN,"Putative ATP synthase subunit g 2, mitochondrial (ATPase subunit g 2) (ATP synthase membrane subunit g-like protein)",ATP5MGL ATP5K2 ATP5L2,Homo sapiens (Human),100
CACNB3,P54284,reviewed,CACB3_HUMAN,Voltage-dependent L-type calcium channel subunit beta-3 (CAB3) (Calcium channel voltage-dependent subunit beta 3),CACNB3 CACNLB3,Homo sapiens (Human),484
TMEM156,Q8N614,reviewed,TM156_HUMAN,Transmembrane protein 156,TMEM156,Homo sapiens (Human),296
FAM3B,P58499,reviewed,FAM3B_HUMAN,Protein FAM3B (Cytokine-like protein 2-21) (Pancreatic-derived factor) (PANDER),FAM3B C21orf11 C21orf76 PRED44 UNQ320/PRO365,Homo sapiens (Human),235
HSPA1A,P0DMV8,reviewed,HS71A_HUMAN,Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1),HSPA1A HSP72 HSPA1 HSX70,Homo sapiens (Human),641
SLC25A23,Q9BV35,reviewed,SCMC3_HUMAN,Calcium-binding mitochondrial carrier protein SCaMC-3 (Mitochondrial ATP-Mg/Pi carrier protein 2) (Mitochondrial Ca(2+)-dependent solute carrier protein 2) (Small calcium-binding mitochondrial carrier protein 3) (Solute carrier family 25 member 23),SLC25A23 APC2 MCSC2 SCAMC3,Homo sapiens (Human),468
RPS5,P46782,reviewed,RS5_HUMAN,"40S ribosomal protein S5 (Small ribosomal subunit protein uS7) [Cleaved into: 40S ribosomal protein S5, N-terminally processed]",RPS5,Homo sapiens (Human),204
PCP2,Q8IVA1,reviewed,PCP2_HUMAN,Purkinje cell protein 2 homolog,PCP2,Homo sapiens (Human),136
GPALPP1,Q8IXQ4,reviewed,GPAM1_HUMAN,GPALPP motifs-containing protein 1 (Lipopolysaccharide-specific response protein 7),GPALPP1 KIAA1704 LSR7 AD029,Homo sapiens (Human),340
PPP1CC,P36873,reviewed,PP1G_HUMAN,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit),PPP1CC,Homo sapiens (Human),323
OR14A16,Q8NHC5,reviewed,O14AG_HUMAN,Olfactory receptor 14A16 (Olfactory receptor 5AT1) (Olfactory receptor OR1-45),OR14A16 OR5AT1,Homo sapiens (Human),309
THSD1,Q9NS62,reviewed,THSD1_HUMAN,Thrombospondin type-1 domain-containing protein 1 (Transmembrane molecule with thrombospondin module),THSD1 TMTSP UNQ3010/PRO9769,Homo sapiens (Human),852
EPN1,Q9Y6I3,reviewed,EPN1_HUMAN,Epsin-1 (EH domain-binding mitotic phosphoprotein) (EPS-15-interacting protein 1),EPN1,Homo sapiens (Human),576
SDC2,P34741,reviewed,SDC2_HUMAN,Syndecan-2 (SYND2) (Fibroglycan) (Heparan sulfate proteoglycan core protein) (HSPG) (CD antigen CD362),SDC2 HSPG1,Homo sapiens (Human),201
ARAP2,Q8WZ64,reviewed,ARAP2_HUMAN,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2 (Centaurin-delta-1) (Cnt-d1) (Protein PARX)",ARAP2 CENTD1 KIAA0580,Homo sapiens (Human),1704
LCN6,P62502,reviewed,LCN6_HUMAN,Epididymal-specific lipocalin-6 (Lipocalin-5),LCN6 LCN5 UNQ643/PRO1273,Homo sapiens (Human),163
SLC22A13,Q9Y226,reviewed,S22AD_HUMAN,Solute carrier family 22 member 13 (Organic anion transporter 10) (OAT10) (Organic cation transporter-like 3) (ORCTL-3) (ORCTL3),SLC22A13 OCTL1 ORCTL3,Homo sapiens (Human),551
EFCAB11,Q9BUY7,reviewed,EFC11_HUMAN,EF-hand calcium-binding domain-containing protein 11,EFCAB11 C14orf143,Homo sapiens (Human),163
MED13,Q9UHV7,reviewed,MED13_HUMAN,Mediator of RNA polymerase II transcription subunit 13 (Activator-recruited cofactor 250 kDa component) (ARC250) (Mediator complex subunit 13) (Thyroid hormone receptor-associated protein 1) (Thyroid hormone receptor-associated protein complex 240 kDa component) (Trap240) (Vitamin D3 receptor-interacting protein complex component DRIP250) (DRIP250),MED13 ARC250 KIAA0593 THRAP1 TRAP240,Homo sapiens (Human),2174
PRR5,P85299,reviewed,PRR5_HUMAN,Proline-rich protein 5 (Protein observed with Rictor-1) (Protor-1),PRR5 PROTOR1 PP610,Homo sapiens (Human),388
SUMF1,Q8NBK3,reviewed,SUMF1_HUMAN,Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1),SUMF1 PSEC0152 UNQ3037/PRO9852,Homo sapiens (Human),374
AQP8,O94778,reviewed,AQP8_HUMAN,Aquaporin-8 (AQP-8),AQP8,Homo sapiens (Human),261
MAT2A,P31153,reviewed,METK2_HUMAN,S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II),MAT2A AMS2 MATA2,Homo sapiens (Human),395
ZBTB33,Q86T24,reviewed,KAISO_HUMAN,Transcriptional regulator Kaiso (Zinc finger and BTB domain-containing protein 33),ZBTB33 KAISO ZNF348,Homo sapiens (Human),672
DEAF1,O75398,reviewed,DEAF1_HUMAN,Deformed epidermal autoregulatory factor 1 homolog (Nuclear DEAF-1-related transcriptional regulator) (NUDR) (Suppressin) (Zinc finger MYND domain-containing protein 5),DEAF1 SPN ZMYND5,Homo sapiens (Human),565
MYH3,P11055,reviewed,MYH3_HUMAN,"Myosin-3 (Muscle embryonic myosin heavy chain) (Myosin heavy chain 3) (Myosin heavy chain, fast skeletal muscle, embryonic) (SMHCE)",MYH3,Homo sapiens (Human),1940
EFCAB7,A8K855,reviewed,EFCB7_HUMAN,EF-hand calcium-binding domain-containing protein 7,EFCAB7 KIAA1799,Homo sapiens (Human),629
WDR75,Q8IWA0,reviewed,WDR75_HUMAN,WD repeat-containing protein 75 (U3 small nucleolar RNA-associated protein 17 homolog),WDR75 UTP17,Homo sapiens (Human),830
FARP1,Q9Y4F1,reviewed,FARP1_HUMAN,"FERM, ARHGEF and pleckstrin domain-containing protein 1 (Chondrocyte-derived ezrin-like protein) (FERM, RhoGEF and pleckstrin domain-containing protein 1) (Pleckstrin homology domain-containing family C member 2) (PH domain-containing family C member 2)",FARP1 CDEP PLEKHC2,Homo sapiens (Human),1045
DNAJC8,O75937,reviewed,DNJC8_HUMAN,DnaJ homolog subfamily C member 8 (Splicing protein spf31),DNAJC8 SPF31 HSPC315 HSPC331,Homo sapiens (Human),253
CEACAM16,Q2WEN9,reviewed,CEA16_HUMAN,Carcinoembryonic antigen-related cell adhesion molecule 16 (Carcinoembryonic antigen-like 2),CEACAM16 CEAL2,Homo sapiens (Human),425
OLA1,Q9NTK5,reviewed,OLA1_HUMAN,Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9),OLA1 GTPBP9 PRO2455 PTD004,Homo sapiens (Human),396
CCDC142,Q17RM4,reviewed,CC142_HUMAN,Coiled-coil domain-containing protein 142,CCDC142 PSEC0243,Homo sapiens (Human),750
RNF212,Q495C1,reviewed,RN212_HUMAN,Probable E3 SUMO-protein ligase RNF212 (EC 2.3.2.-) (Probable E3 SUMO-protein transferase RNF212) (RING finger protein 212),RNF212,Homo sapiens (Human),297
MIER2,Q8N344,reviewed,MIER2_HUMAN,Mesoderm induction early response protein 2 (Mi-er2),MIER2 KIAA1193,Homo sapiens (Human),545
ELF1,P32519,reviewed,ELF1_HUMAN,ETS-related transcription factor Elf-1 (E74-like factor 1),ELF1,Homo sapiens (Human),619
LRATD2,Q96KN1,reviewed,LRAT2_HUMAN,Protein LRATD2 (Breast cancer membrane protein 101) (LRAT domain-containing 2) (Protein FAM84B) (Protein NSE2),LRATD2 BCMP101 FAM84B NSE2,Homo sapiens (Human),310
STK10,O94804,reviewed,STK10_HUMAN,Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase),STK10 LOK,Homo sapiens (Human),968
CHD2,O14647,reviewed,CHD2_HUMAN,Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.12) (ATP-dependent helicase CHD2),CHD2,Homo sapiens (Human),1828
MAP3K4,Q9Y6R4,reviewed,M3K4_HUMAN,Mitogen-activated protein kinase kinase kinase 4 (EC 2.7.11.25) (MAP three kinase 1) (MAPK/ERK kinase kinase 4) (MEK kinase 4) (MEKK 4),MAP3K4 KIAA0213 MAPKKK4 MEKK4 MTK1,Homo sapiens (Human),1608
NPIPA1,Q9UND3,reviewed,NPIA1_HUMAN,Nuclear pore complex-interacting protein family member A1 (Nuclear pore complex-interacting protein) (NPIP),NPIPA1 NPIP,Homo sapiens (Human),350
BFSP2,Q13515,reviewed,BFSP2_HUMAN,Phakinin (49 kDa cytoskeletal protein) (Beaded filament structural protein 2) (Lens fiber cell beaded filament protein CP 47) (CP47) (Lens fiber cell beaded filament protein CP 49) (CP49) (Lens intermediate filament-like light) (LIFL-L),BFSP2,Homo sapiens (Human),415
ERI1,Q8IV48,reviewed,ERI1_HUMAN,3'-5' exoribonuclease 1 (EC 3.1.-.-) (3'-5' exonuclease ERI1) (Eri-1 homolog) (Histone mRNA 3'-end-specific exoribonuclease) (Histone mRNA 3'-exonuclease 1) (Protein 3'hExo) (HEXO),ERI1 3'EXO THEX1,Homo sapiens (Human),349
STXBP6,Q8NFX7,reviewed,STXB6_HUMAN,Syntaxin-binding protein 6 (Amisyn),STXBP6 HSPC156,Homo sapiens (Human),210
CHADL,Q6NUI6,reviewed,CHADL_HUMAN,Chondroadherin-like protein,CHADL SLRR4B,Homo sapiens (Human),762
NSUN7,Q8NE18,reviewed,NSUN7_HUMAN,Putative methyltransferase NSUN7 (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 7),NSUN7,Homo sapiens (Human),718
MMUT,P22033,reviewed,MUTA_HUMAN,"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)",MMUT MUT,Homo sapiens (Human),750
VPS51,Q9UID3,reviewed,VPS51_HUMAN,Vacuolar protein sorting-associated protein 51 homolog (Another new gene 2 protein) (Protein fat-free homolog),VPS51 ANG2 C11orf2 C11orf3 FFR PP5382,Homo sapiens (Human),782
TRAV41,A0A0B4J266,reviewed,TVA41_HUMAN,T cell receptor alpha variable 41,TRAV41,Homo sapiens (Human),112
INAFM1,C9JVW0,reviewed,INAM1_HUMAN,Putative transmembrane protein INAFM1 (InaF-motif-containing protein 1) (Proline-rich protein 24),INAFM1 PRR24,Homo sapiens (Human),142
KLHL18,O94889,reviewed,KLH18_HUMAN,Kelch-like protein 18,KLHL18 KIAA0795 OK/SW-cl.74,Homo sapiens (Human),574
TMEM14C,Q9P0S9,reviewed,TM14C_HUMAN,Transmembrane protein 14C,TMEM14C C6orf53 HSPC194,Homo sapiens (Human),112
MORF4L2,Q15014,reviewed,MO4L2_HUMAN,Mortality factor 4-like protein 2 (MORF-related gene X protein) (Protein MSL3-2) (Transcription factor-like protein MRGX),MORF4L2 KIAA0026 MRGX,Homo sapiens (Human),288
